design_file,section,present,heading,eyebrow,nested_labels_or_columns
rockbusters_projectX_rodellar.html,Facts strip,True,,,Project Camp | 10–12 Climbing Days | Min. Redpoint Grade | Min. Participants | Price
rockbusters_projectX_rodellar.html,Overview,True,Where Mileage Becomes a Project,About This Camp,
rockbusters_projectX_rodellar.html,Overview fact tiles,True,,,Duration | Location | Min. Redpoint Grade | Group Size | Coach | Price
rockbusters_projectX_rodellar.html,Other dates / route schedule / related notice,True,More Ways to Project,Other Dates,
rockbusters_projectX_rodellar.html,Gallery,True,"Burns, Beta & Zero Wasted Days","Real Rock, Real Sends",
rockbusters_projectX_rodellar.html,Audience,True,Built for the Gate-Kept,Who Should Show Up,The 7a/7b Gatekept Climber | The Remote Worker Who Refuses to Choose | The Redpoint Tactician
rockbusters_projectX_rodellar.html,Learning pillars,True,Three Skills Worth the Send,The Coaching,Technique | Mental Game | Tactics
rockbusters_projectX_rodellar.html,Programme / daily flow,True,A Typical Day,Daily Structure,
rockbusters_projectX_rodellar.html,Programme companion panel,True,1 Week vs PROJECT X,The Sweet Spot,What You Get | Typical 1-Week Trip | PROJECT X — 2 Weeks
rockbusters_projectX_rodellar.html,Venue / route area,True,"Rodellar, Spain",The Venue,
rockbusters_projectX_rodellar.html,Coaches / guides,True,World-Class Coaching,Your Coach,
rockbusters_projectX_rodellar.html,Reviews,True,What Past Climbers Say,Results,
rockbusters_projectX_rodellar.html,Practical logistics,True,We Sorted the Boring Bits,Accommodation & Logistics,Accommodation | Getting There | Gear | Group Size
rockbusters_projectX_rodellar.html,Inclusions / package,True,Full Package,What's Included,
rockbusters_projectX_rodellar.html,FAQ,True,Common Questions,FAQ,
rockbusters_projectX_rodellar.html,Closing booking CTA,True,Ready to Clip the Chains?,Reserve Your Place,"Reserve Your Place | Read the Programme | Book Now — €1,590"
rockbusters_sportclimbing_kalymnos.html,Hero,True,"SPORT CLIMBING COURSE KALYMNOS, GREECE",,
rockbusters_sportclimbing_kalymnos.html,Hero pricing summary,True,,,Dates | Duration | Location | Level | Coaches
rockbusters_sportclimbing_kalymnos.html,Facts strip,True,,,Greek Limestone | 14 Days | Grade | Min. Participants | Price (2 Weeks)
rockbusters_sportclimbing_kalymnos.html,Overview,True,Where Tufas Teach Patience,About This Course,
rockbusters_sportclimbing_kalymnos.html,Overview fact tiles,True,,,Duration | Location | Grade Range | Group Size | Coaches | Price
rockbusters_sportclimbing_kalymnos.html,Other dates / route schedule / related notice,True,This Course Travels,Other Dates,
rockbusters_sportclimbing_kalymnos.html,Gallery,True,"Tufas, Pockets & Pure Grit","Real Rock, Real Kalymnos",
rockbusters_sportclimbing_kalymnos.html,Audience,True,Built for the Gym-to-Crag Gap,Who Should Show Up,The Gym-to-Crag Climber | The Plateaued Climber | The Solo Traveler Who Wants a Crew
rockbusters_sportclimbing_kalymnos.html,Learning pillars,True,Three Skills Worth the Trip,The Coaching,Technique | Mental Game | Tactics
rockbusters_sportclimbing_kalymnos.html,Programme / daily flow,True,A Typical Day,Daily Structure,
rockbusters_sportclimbing_kalymnos.html,Programme companion panel,True,Which Format?,1 Week vs 2 Weeks,"What's Included | 1 Week €1,090 | 2 Weeks €1,890"
rockbusters_sportclimbing_kalymnos.html,Venue / route area,True,"Kalymnos, Greece",The Venue,
rockbusters_sportclimbing_kalymnos.html,Coaches / guides,True,World-Class Coaches,Your Coaching Team,
rockbusters_sportclimbing_kalymnos.html,Reviews,True,What Past Climbers Say,Results,
rockbusters_sportclimbing_kalymnos.html,Practical logistics,True,We Sorted the Boring Bits,Accommodation & Logistics,Accommodation | Getting There | Gear | Group Size
rockbusters_sportclimbing_kalymnos.html,Inclusions / package,True,Full Package,What's Included,
rockbusters_sportclimbing_kalymnos.html,FAQ,True,Common Questions,FAQ,
rockbusters_sportclimbing_kalymnos.html,Closing booking CTA,True,"Ready to Climb Better, Harder, More?",Reserve Your Place,"Reserve Your Place | Read the Programme | Book Now — €1,890"
